CID,AUTH_CODE_CDE,CUST_ID,IP_ADDR,ACT_DT
2519316,CODE_927,C_32,178.245.82.221,2018-09-14 21:40:12
2520412,CODE_927,C_32,51.253.236.69,2018-09-15 05:47:43
2526275,CODE_674,C_32,79.131.135.43,2018-09-15 23:34:06
2531549,CODE_927,C_32,88.230.133.140,2018-09-16 20:27:16
2533132,CODE_927,C_32,2804:214:8195:bb64:4411:c10e:72ea:1231,2018-09-17 09:15:19
2533139,CODE_927,C_32,2804:214:8195:bb64:4411:c10e:72ea:1231,2018-09-17 09:16:09
2534852,CODE_674,C_32,121.211.181.226,2018-09-17 14:24:55
2539958,CODE_1577,C_32,183.17.53.192,2018-09-18 12:49:11
2540438,CODE_927,C_32,37.41.2.12,2018-09-18 14:17:58
2542587,CODE_674,C_32,88.253.203.10,2018-09-18 20:14:44
2543365,CODE_674,C_32,117.136.79.106,2018-09-18 22:32:09
2543371,CODE_674,C_32,61.151.178.217,2018-09-18 22:33:09
2543374,CODE_674,C_32,117.136.79.106,2018-09-18 22:33:23
2544432,CODE_927,C_32,2607:fb90:915e:9647:2912:799b:e199:64c,2018-09-19 09:18:23
2544438,CODE_927,C_32,2607:fb90:915e:9647:2912:799b:e199:64c,2018-09-19 09:18:54
2544439,CODE_927,C_32,2607:fb90:915e:9647:2912:799b:e199:64c,2018-09-19 09:18:57
2544444,CODE_927,C_32,2607:fb90:915e:9647:2912:799b:e199:64c,2018-09-19 09:19:39
2544446,CODE_927,C_32,2607:fb90:915e:9647:2912:799b:e199:64c,2018-09-19 09:19:42
2544447,CODE_927,C_32,2607:fb90:915e:9647:2912:799b:e199:64c,2018-09-19 09:19:55
2544449,CODE_927,C_32,2607:fb90:915e:9647:2912:799b:e199:64c,2018-09-19 09:20:01
2547628,CODE_674,C_32,2003:e0:470c:3300:9035:7ffa:aedb:212a,2018-09-19 18:49:51
2547681,CODE_674,C_32,2003:e0:470c:3300:9035:7ffa:aedb:212a,2018-09-19 18:58:19
2547685,CODE_674,C_32,2003:e0:470c:3300:9035:7ffa:aedb:212a,2018-09-19 18:58:40
2552619,CODE_1577,C_32,116.204.126.67,2018-09-20 16:25:32
2552628,CODE_674,C_32,116.204.126.67,2018-09-20 16:26:48
2557723,CODE_1577,C_32,183.17.53.96,2018-09-21 14:39:02
2557730,CODE_1577,C_32,101.89.19.149,2018-09-21 14:40:03
2560986,CODE_674,C_32,177.149.175.53,2018-09-21 22:53:50
2560994,CODE_674,C_32,177.149.175.53,2018-09-21 22:56:41
2575189,CODE_927,C_32,2001:e68:6d11:1a01:35cc:b4f7:e4dc:3a08,2018-09-24 11:10:42
2580483,CODE_674,C_32,100.33.162.59,2018-09-25 09:03:31
2580485,CODE_674,C_32,100.33.162.59,2018-09-25 09:03:41
2585420,CODE_674,C_32,2a02:1205:505a:8d70:8804:43dd:4405:e7aa,2018-09-25 22:59:45
2585432,CODE_674,C_32,2a02:1205:505a:8d70:8804:43dd:4405:e7aa,2018-09-25 23:01:32
2585741,CODE_674,C_32,2a02:1205:505a:8d70:94ba:58de:47e5:c2fe,2018-09-26 01:48:31
2585809,CODE_480,C_32,2003:8b:6e4e:bf03:5099:b15d:1ed8:7126,2018-09-26 02:34:59
2585811,CODE_480,C_32,2003:8b:6e4e:bf03:5099:b15d:1ed8:7126,2018-09-26 02:35:06
2585813,CODE_480,C_32,2003:8b:6e4e:bf03:5099:b15d:1ed8:7126,2018-09-26 02:35:14
2585969,CODE_674,C_32,109.78.14.179,2018-09-26 04:45:16
2585971,CODE_674,C_32,109.78.14.179,2018-09-26 04:49:08
2586039,CODE_674,C_32,109.40.130.168,2018-09-26 06:10:01
2591719,CODE_674,C_32,179.228.36.123,2018-09-27 07:13:07
2591945,CODE_927,C_32,99.98.170.239,2018-09-27 09:20:41
2591946,CODE_927,C_32,99.98.170.239,2018-09-27 09:20:44
2596387,CODE_674,C_32,46.221.187.9,2018-09-27 23:03:16
2599690,CODE_674,C_32,82.113.98.6,2018-09-28 17:09:51
2603187,CODE_674,C_32,207.237.107.29,2018-09-29 11:05:12
2603221,CODE_674,C_32,207.237.107.29,2018-09-29 11:11:20
2603232,CODE_674,C_32,207.237.107.29,2018-09-29 11:12:28
2603589,CODE_674,C_32,207.237.107.29,2018-09-29 12:15:15
2605401,CODE_674,C_32,43.229.117.246,2018-09-29 17:25:33
2605402,CODE_674,C_32,43.229.117.246,2018-09-29 17:25:33
2610660,CODE_674,C_32,43.229.117.246,2018-09-30 16:17:16
2611577,CODE_927,C_32,102.168.191.134,2018-09-30 18:16:56
2611583,CODE_927,C_32,102.168.191.134,2018-09-30 18:17:35
2611592,CODE_927,C_32,102.168.191.134,2018-09-30 18:19:02
2611593,CODE_927,C_32,102.168.191.134,2018-09-30 18:19:08
2613569,CODE_674,C_32,46.153.31.99,2018-09-30 23:22:30
2613575,CODE_674,C_32,46.153.31.99,2018-09-30 23:23:31
2614066,CODE_674,C_32,91.56.238.17,2018-10-01 04:25:48
2614067,CODE_674,C_32,91.56.238.17,2018-10-01 04:26:05
2619479,CODE_674,C_32,88.203.88.122,2018-10-01 22:51:21
2619493,CODE_674,C_32,88.203.88.122,2018-10-01 22:54:29
2620049,CODE_674,C_32,5.176.124.72,2018-10-02 04:28:41
2620050,CODE_674,C_32,5.176.124.72,2018-10-02 04:28:42
2623503,CODE_927,C_32,86.124.46.230,2018-10-02 16:28:05
2623504,CODE_927,C_32,86.124.46.230,2018-10-02 16:28:10
2626053,CODE_674,C_32,188.57.22.216,2018-10-03 00:10:43
2626057,CODE_674,C_32,188.57.22.216,2018-10-03 00:13:27
2626058,CODE_674,C_32,120.92.72.2,2018-10-03 00:13:35
2626062,CODE_674,C_32,61.151.178.165,2018-10-03 00:14:53
2626063,CODE_674,C_32,178.8.153.215,2018-10-03 00:15:49
2626064,CODE_674,C_32,178.8.153.215,2018-10-03 00:15:57
2626289,CODE_674,C_32,120.92.72.220,2018-10-03 03:28:00
2630096,CODE_927,C_32,176.55.36.61,2018-10-03 17:18:32
2630855,CODE_927,C_32,176.55.37.122,2018-10-03 19:11:57
2630856,CODE_927,C_32,176.55.37.122,2018-10-03 19:12:03
2630887,CODE_927,C_32,176.55.37.122,2018-10-03 19:15:16
2632087,CODE_927,C_32,188.119.60.100,2018-10-03 22:26:55
2637811,CODE_927,C_32,95.13.180.220,2018-10-04 21:47:54
2637812,CODE_927,C_32,95.13.180.220,2018-10-04 21:47:59
2637817,CODE_927,C_32,95.13.180.220,2018-10-04 21:49:24
2637819,CODE_927,C_32,95.13.180.220,2018-10-04 21:49:27
2638715,CODE_674,C_32,99.105.110.155,2018-10-05 06:08:49
2643191,CODE_674,C_32,89.120.236.177,2018-10-05 20:37:56
2643193,CODE_674,C_32,89.120.236.177,2018-10-05 20:38:02
2643976,CODE_927,C_32,94.76.54.150,2018-10-05 23:21:44
2644283,CODE_674,C_32,207.237.107.29,2018-10-06 01:56:46
2644421,CODE_927,C_32,176.55.24.19,2018-10-06 04:49:54
2650708,CODE_927,C_32,95.184.84.49,2018-10-07 06:20:14
2650709,CODE_927,C_32,95.184.84.49,2018-10-07 06:20:39
2650710,CODE_927,C_32,95.184.84.49,2018-10-07 06:22:05
2650753,CODE_927,C_32,86.15.198.201,2018-10-07 07:08:56
2656728,CODE_927,C_32,62.57.183.32,2018-10-08 01:35:13
2656964,CODE_674,C_32,197.16.132.219,2018-10-08 07:28:59
2658986,CODE_674,C_32,51.36.44.13,2018-10-08 14:25:39
2662972,CODE_674,C_32,78.190.148.67,2018-10-09 05:04:54
2662987,CODE_674,C_32,2804:14d:5883:9b20:2495:2ec6:4bd8:8ed8,2018-10-09 05:22:37
2666279,CODE_927,C_32,85.103.198.160,2018-10-09 17:04:40
2666699,CODE_927,C_32,85.103.198.160,2018-10-09 17:59:10
2669119,CODE_674,C_32,179.34.241.85,2018-10-10 03:18:13
2670923,CODE_674,C_32,43.229.117.246,2018-10-10 13:30:16
2672072,CODE_674,C_32,43.229.117.246,2018-10-10 16:48:32
2672073,CODE_674,C_32,112.97.54.17,2018-10-10 16:48:39
2674148,CODE_927,C_32,94.99.221.205,2018-10-10 21:43:13
2674200,CODE_927,C_32,94.99.221.205,2018-10-10 21:52:06
2674202,CODE_927,C_32,94.99.221.205,2018-10-10 21:52:07
2675076,CODE_674,C_32,37.155.11.92,2018-10-11 02:10:56
2682986,CODE_674,C_32,223.104.63.241,2018-10-12 13:35:33
2683002,CODE_674,C_32,223.104.63.241,2018-10-12 13:38:18
2683012,CODE_674,C_32,101.91.62.89,2018-10-12 13:39:18
2683018,CODE_674,C_32,119.123.48.81,2018-10-12 13:40:03
2683019,CODE_674,C_32,119.123.48.81,2018-10-12 13:40:10
2683024,CODE_674,C_32,119.123.48.81,2018-10-12 13:41:32
2683253,CODE_674,C_32,119.123.48.81,2018-10-12 14:16:18
2683265,CODE_674,C_32,119.123.48.81,2018-10-12 14:18:18
2683267,CODE_674,C_32,119.123.48.81,2018-10-12 14:18:29
2683269,CODE_674,C_32,119.123.48.81,2018-10-12 14:18:55
2684320,CODE_674,C_32,119.123.48.81,2018-10-12 16:59:05
2698518,CODE_674,C_32,144.136.228.151,2018-10-14 20:14:39
2698602,CODE_674,C_32,144.136.228.151,2018-10-14 20:26:49
2704356,CODE_674,C_32,223.74.178.39,2018-10-15 20:39:36
2705696,CODE_674,C_32,208.103.68.186,2018-10-16 02:18:16
2705720,CODE_674,C_32,208.103.68.186,2018-10-16 02:28:46
2705982,CODE_674,C_32,46.222.116.33,2018-10-16 07:12:12
2705984,CODE_674,C_32,46.222.116.33,2018-10-16 07:12:13
2705988,CODE_674,C_32,46.222.116.33,2018-10-16 07:14:28
2707939,CODE_674,C_32,67.166.69.90,2018-10-16 14:40:48
2707945,CODE_674,C_32,67.166.69.90,2018-10-16 14:42:05
2715347,CODE_674,C_32,119.123.50.155,2018-10-17 19:04:21
2716480,CODE_927,C_32,79.161.13.163,2018-10-17 21:47:22
2717329,CODE_927,C_32,78.161.161.154,2018-10-18 00:42:21
2717333,CODE_927,C_32,78.161.161.154,2018-10-18 00:43:07
2722777,CODE_927,C_32,94.123.32.145,2018-10-18 22:49:56
2722791,CODE_927,C_32,46.154.69.38,2018-10-18 22:53:09
2725672,CODE_674,C_32,223.104.64.145,2018-10-19 15:11:30
2725680,CODE_674,C_32,223.104.64.145,2018-10-19 15:12:14
2732933,CODE_674,C_32,85.167.122.233,2018-10-20 17:25:41
2732937,CODE_674,C_32,85.167.122.233,2018-10-20 17:26:18
2740270,CODE_674,C_32,93.209.94.182,2018-10-21 19:48:57
2747121,CODE_927,C_32,151.135.77.111,2018-10-23 01:02:00
2747410,CODE_674,C_32,89.245.126.142,2018-10-23 04:57:22
2753218,CODE_674,C_32,86.82.137.162,2018-10-24 03:15:34
2753260,CODE_927,C_32,176.18.68.255,2018-10-24 04:25:52
2758230,CODE_674,C_32,85.106.98.194,2018-10-24 16:45:30
2761026,CODE_674,C_32,1.127.105.57,2018-10-24 17:23:42
2772509,CODE_674,C_32,151.238.211.246,2018-10-25 04:02:32
2772510,CODE_674,C_32,151.238.211.246,2018-10-25 04:04:47
2801798,CODE_674,C_32,188.57.62.249,2018-10-25 20:22:07
2801804,CODE_674,C_32,188.57.62.249,2018-10-25 20:22:54
2814040,CODE_927,C_32,5.110.116.135,2018-10-26 22:03:46
2814726,CODE_674,C_32,191.188.176.28,2018-10-27 01:58:11
2814728,CODE_674,C_32,191.188.176.28,2018-10-27 01:58:18
2814778,CODE_674,C_32,2a02:908:1e45:80e0:9d70:442b:2a7a:bda0,2018-10-27 02:51:46
2814876,CODE_927,C_32,88.230.5.185,2018-10-27 04:34:14
2819507,CODE_674,C_32,188.79.185.235,2018-10-27 19:57:58
2819508,CODE_674,C_32,188.79.185.235,2018-10-27 19:58:00
2819512,CODE_674,C_32,188.79.185.235,2018-10-27 19:58:27
2819514,CODE_674,C_32,188.79.185.235,2018-10-27 19:58:30
2820234,CODE_927,C_32,5.156.194.149,2018-10-27 21:38:20
2820235,CODE_927,C_32,5.156.194.149,2018-10-27 21:38:24
2824893,CODE_674,C_32,2003:e8:a3d3:a844:dae:b3e3:8807:dce8,2018-10-28 18:24:06
2826417,CODE_674,C_32,2003:e8:a3d3:a842:dae:b3e3:8807:dce8,2018-10-28 22:50:36
2939543,CODE_674,C_32,2409:8954:9408:b981:1d1:237a:1e91:af53,2018-10-29 10:27:59
2941358,CODE_674,C_32,90.174.4.168,2018-10-29 15:20:19
2944692,CODE_674,C_32,2604:2000:1741:a1ce:c550:a3d3:c06d:339,2018-10-30 02:11:26
2944694,CODE_674,C_32,2604:2000:1741:a1ce:b99e:17e7:a92f:2988,2018-10-30 02:12:26
2944829,CODE_674,C_32,2601:14b:4480:27b2:794a:dae8:3f02:73b6,2018-10-30 05:26:44
2950086,CODE_674,C_32,178.245.91.54,2018-10-31 04:36:28
2950087,CODE_674,C_32,178.245.91.54,2018-10-31 04:37:32
2955766,CODE_674,C_32,2804:18:5005:939c:50cb:31c6:9dcc:6fe5,2018-10-31 23:26:15
2955777,CODE_674,C_32,2804:18:5020:9535:8d6:98e6:2cc4:b325,2018-10-31 23:30:26
2955985,CODE_674,C_32,189.91.206.194,2018-11-01 00:45:40
2955987,CODE_674,C_32,189.91.206.194,2018-11-01 00:47:07
2956179,CODE_674,C_32,75.97.158.11,2018-11-01 03:57:02
2956225,CODE_674,C_32,177.133.17.196,2018-11-01 04:53:38
2956360,CODE_674,C_32,2804:7f3:8680:7601:123:2681:9bcf:bbad,2018-11-01 07:26:58
2956725,CODE_674,C_32,2600:8800:4981:5100:5de0:7068:32ee:447e,2018-11-01 10:01:42
2956729,CODE_674,C_32,2600:8800:4981:5100:5de0:7068:32ee:447e,2018-11-01 10:03:07
2960366,CODE_674,C_32,176.33.225.187,2018-11-01 18:10:40
2961113,CODE_674,C_32,176.40.246.206,2018-11-01 19:53:28
2962666,CODE_674,C_32,75.187.174.114,2018-11-02 05:56:15
2962667,CODE_674,C_32,75.187.174.114,2018-11-02 05:56:15
2962671,CODE_674,C_32,75.187.174.114,2018-11-02 05:58:27
2962672,CODE_674,C_32,75.187.174.114,2018-11-02 05:58:27
2963175,CODE_674,C_32,95.163.204.189,2018-11-02 10:08:39
2963177,CODE_674,C_32,117.136.40.187,2018-11-02 10:10:40
2963182,CODE_674,C_32,117.136.40.187,2018-11-02 10:12:34
2963253,CODE_674,C_32,117.136.40.187,2018-11-02 10:27:14
2963259,CODE_674,C_32,117.136.40.187,2018-11-02 10:29:17
2969122,CODE_674,C_32,73.131.233.84,2018-11-03 06:56:32
2969123,CODE_674,C_32,73.131.233.84,2018-11-03 06:56:37
2969925,CODE_674,C_32,75.187.174.114,2018-11-03 10:35:59
2969926,CODE_674,C_32,75.187.174.114,2018-11-03 10:35:59
2971631,CODE_674,C_32,117.136.40.37,2018-11-03 14:58:55
2982171,CODE_927,C_32,2404:160:8028:f583:70db:103:30eb:9b17,2018-11-05 11:57:58
2982177,CODE_927,C_32,2404:160:8028:f583:70db:103:30eb:9b17,2018-11-05 11:59:13
2987372,CODE_674,C_32,115.174.68.229,2018-11-06 10:46:23
2991604,CODE_674,C_32,223.104.64.23,2018-11-06 22:57:07
2991607,CODE_674,C_32,223.104.64.23,2018-11-06 22:57:13
2992601,CODE_674,C_32,2602:30a:2cb9:b0b0:4c66:ca7d:75b5:4661,2018-11-07 09:47:44
2992685,CODE_1628,C_32,219.140.191.138,2018-11-07 10:09:10
2992688,CODE_1628,C_32,61.151.178.217,2018-11-07 10:10:08
2992696,CODE_674,C_32,2602:30a:2cb9:b0b0:a5b1:7748:8552:1dc4,2018-11-07 10:12:07
2992699,CODE_674,C_32,2602:30a:2cb9:b0b0:58ea:a251:5560:3e56,2018-11-07 10:13:19
2993700,CODE_674,C_32,27.32.101.226,2018-11-07 13:23:06
2994371,CODE_1138,C_32,110.93.146.37,2018-11-07 16:04:05
2994372,CODE_1138,C_32,175.223.37.53,2018-11-07 16:04:09
2994375,CODE_1138,C_32,175.223.37.53,2018-11-07 16:04:27
2995163,CODE_674,C_32,2.25.111.27,2018-11-07 18:25:26
2995556,CODE_674,C_32,2.25.111.27,2018-11-07 19:24:38
2996607,CODE_927,C_32,130.193.238.145,2018-11-07 22:25:06
2996608,CODE_927,C_32,130.193.238.145,2018-11-07 22:25:09
2999081,CODE_927,C_32,2402:1980:102:905e:c4ed:88b4:46ea:86b5,2018-11-08 13:54:30
2999392,CODE_1628,C_32,171.82.152.161,2018-11-08 14:58:27
3001528,CODE_674,C_32,81.182.106.123,2018-11-08 20:51:23
3002506,CODE_927,C_32,66.116.45.240,2018-11-09 01:42:02
3003292,CODE_872,C_32,2600:1:c119:e4f2:3dd5:cf0e:4840:36b3,2018-11-09 10:41:51
3003302,CODE_872,C_32,2600:1:c119:e4f2:3dd5:cf0e:4840:36b3,2018-11-09 10:44:21
3003306,CODE_872,C_32,2600:1:c119:e4f2:3dd5:cf0e:4840:36b3,2018-11-09 10:44:53
3003806,CODE_674,C_32,1.40.157.40,2018-11-09 12:26:12
3003807,CODE_674,C_32,1.40.157.40,2018-11-09 12:26:12
3003808,CODE_674,C_32,1.40.157.40,2018-11-09 12:26:12
3003809,CODE_674,C_32,1.40.157.40,2018-11-09 12:26:12
3003810,CODE_674,C_32,1.40.157.40,2018-11-09 12:26:12
3003811,CODE_674,C_32,1.40.157.40,2018-11-09 12:26:12
3003812,CODE_674,C_32,1.40.157.40,2018-11-09 12:26:12
3003813,CODE_674,C_32,1.40.157.40,2018-11-09 12:26:12
3003814,CODE_674,C_32,1.40.157.40,2018-11-09 12:26:18
3003822,CODE_674,C_32,1.40.157.40,2018-11-09 12:27:16
3003824,CODE_674,C_32,1.40.157.40,2018-11-09 12:27:33
3003828,CODE_674,C_32,1.40.157.40,2018-11-09 12:28:16
3006590,CODE_674,C_32,103.54.38.106,2018-11-09 20:30:01
3006592,CODE_674,C_32,103.54.38.106,2018-11-09 20:30:04
3007064,CODE_927,C_32,5.151.171.152,2018-11-09 21:51:54
3007065,CODE_927,C_32,5.151.171.152,2018-11-09 21:52:00
3007067,CODE_927,C_32,5.151.171.152,2018-11-09 21:52:14
3007068,CODE_927,C_32,5.151.171.152,2018-11-09 21:52:20
3007078,CODE_927,C_32,5.151.171.152,2018-11-09 21:54:44
3007080,CODE_927,C_32,5.151.171.152,2018-11-09 21:54:48
3012645,CODE_674,C_32,92.12.231.174,2018-11-10 22:02:37
3013816,CODE_927,C_32,2601:155:4300:990b:1927:b455:ba93:dff,2018-11-11 10:01:47
3018958,CODE_927,C_32,176.55.56.192,2018-11-12 00:09:32
3018959,CODE_927,C_32,176.55.56.192,2018-11-12 00:09:45
3019138,CODE_927,C_32,208.124.65.11,2018-11-12 02:24:07
3019139,CODE_927,C_32,208.124.65.11,2018-11-12 02:24:07
3019428,CODE_1792,C_32,112.97.59.250,2018-11-12 08:04:42
3019430,CODE_1792,C_32,112.97.59.250,2018-11-12 08:05:13
3019433,CODE_1792,C_32,61.151.178.197,2018-11-12 08:05:40
3027576,CODE_674,C_32,95.185.52.114,2018-11-13 06:36:16
3037521,CODE_674,C_32,87.152.240.210,2018-11-14 03:24:16
3037523,CODE_674,C_32,87.152.240.210,2018-11-14 03:25:57
3037525,CODE_674,C_32,2a03:2260:120:200:3dd3:5f50:b591:889,2018-11-14 03:27:06
3037527,CODE_674,C_32,2a03:2260:120:200:3dd3:5f50:b591:889,2018-11-14 03:27:15
3050935,CODE_674,C_32,37.73.59.125,2018-11-15 13:10:56
3057599,CODE_927,C_32,176.55.20.89,2018-11-15 22:29:24
3058994,CODE_674,C_32,24.136.224.89,2018-11-16 09:19:50
3072438,CODE_927,C_32,200.68.128.78,2018-11-17 15:33:34
3072457,CODE_674,C_32,92.241.62.190,2018-11-17 15:35:06
3078053,CODE_674,C_32,2600:1:b13a:fbed:3cc9:907d:56dd:42f3,2018-11-18 07:20:33
3078189,CODE_674,C_32,2600:1:b13a:fbed:3cc9:907d:56dd:42f3,2018-11-18 08:31:44
3078297,CODE_674,C_32,2607:fb90:bc3d:a1cc:244a:faec:1b2b:4d5a,2018-11-18 09:11:05
3092084,CODE_674,C_32,2a02:c7f:880c:1d00:6d4f:12e5:19:a2e3,2018-11-19 20:21:52
3092093,CODE_674,C_32,2a02:c7f:880c:1d00:6d4f:12e5:19:a2e3,2018-11-19 20:22:57
3092106,CODE_674,C_32,2a02:c7f:880c:1d00:6d4f:12e5:19:a2e3,2018-11-19 20:24:20
3092117,CODE_674,C_32,2a02:c7f:880c:1d00:6d4f:12e5:19:a2e3,2018-11-19 20:25:10
3092572,CODE_674,C_32,88.67.146.127,2018-11-19 21:08:38
3092574,CODE_674,C_32,88.67.146.127,2018-11-19 21:08:46
3092575,CODE_674,C_32,88.67.146.127,2018-11-19 21:08:47
3093240,CODE_674,C_32,107.2.25.250,2018-11-19 22:28:44
3094026,CODE_674,C_32,77.11.221.76,2018-11-20 04:05:35
3097991,CODE_674,C_32,89.204.138.151,2018-11-20 19:00:53
3098435,CODE_674,C_32,2a02:aa1:1603:ed23:753d:136c:e1d4:2ccc,2018-11-20 20:01:13
3100284,CODE_674,C_32,89.204.139.54,2018-11-21 03:14:25
3104160,CODE_674,C_32,77.136.202.242,2018-11-21 18:43:55
3104297,CODE_927,C_32,178.247.153.37,2018-11-21 19:00:31
3105523,CODE_927,C_32,82.222.111.153,2018-11-21 21:17:17
3105524,CODE_927,C_32,82.222.111.153,2018-11-21 21:17:19
3106362,CODE_927,C_32,78.95.117.194,2018-11-22 00:04:00
3106363,CODE_927,C_32,78.95.117.194,2018-11-22 00:04:01
3106986,CODE_674,C_32,174.18.32.91,2018-11-22 08:26:17
3106989,CODE_674,C_32,174.18.32.91,2018-11-22 08:28:09
3112546,CODE_674,C_32,2a03:2260:120:200:b90d:dcee:b3cd:b793,2018-11-23 01:50:56
3112547,CODE_674,C_32,2a03:2260:120:200:b90d:dcee:b3cd:b793,2018-11-23 01:51:00
3117841,CODE_927,C_32,2402:1980:143:201:4db4:b157:701:f6d9,2018-11-23 22:04:13
3117930,CODE_927,C_32,2402:1980:143:201:4db4:b157:701:f6d9,2018-11-23 22:17:02
3117931,CODE_927,C_32,2402:1980:143:201:4db4:b157:701:f6d9,2018-11-23 22:17:02
3118044,CODE_674,C_32,2a01:cb10:ed:c200:4cac:de81:485:145b,2018-11-23 22:38:52
3118537,CODE_927,C_32,173.81.96.114,2018-11-24 00:58:38
3118656,CODE_674,C_32,188.79.185.235,2018-11-24 02:19:46
3118657,CODE_674,C_32,188.79.185.235,2018-11-24 02:19:50
3118690,CODE_674,C_32,92.4.180.16,2018-11-24 02:57:51
3123722,CODE_674,C_32,2a02:c7f:880c:1d00:f404:2fe1:4145:13e6,2018-11-24 20:12:28
3125200,CODE_674,C_32,49.50.207.215,2018-11-25 03:06:24
3125203,CODE_674,C_32,49.50.207.215,2018-11-25 03:06:57
3128375,CODE_674,C_32,188.52.111.3,2018-11-25 16:41:18
3129287,CODE_674,C_32,178.233.21.57,2018-11-25 18:53:19
3129905,CODE_927,C_32,178.241.75.227,2018-11-25 20:35:31
3131399,CODE_674,C_32,69.12.13.110,2018-11-26 09:18:14
3134073,CODE_674,C_32,37.76.241.34,2018-11-26 17:23:24
3136838,CODE_674,C_32,174.50.63.231,2018-11-27 06:29:15
3137215,CODE_674,C_32,2600:1702:34d0:1940:ad35:4093:297c:43ac,2018-11-27 10:26:43
3144128,CODE_674,C_32,218.17.135.100,2018-11-28 16:20:17
3146916,CODE_927,C_32,2a00:1110:133:9afe:0:4d:f7ec:6401,2018-11-29 06:28:51
3146917,CODE_927,C_32,2a00:1110:133:9afe:0:4d:f7ec:6401,2018-11-29 06:29:05
3146918,CODE_927,C_32,2a00:1110:133:9afe:0:4d:f7ec:6401,2018-11-29 06:29:07
3146919,CODE_927,C_32,188.36.204.113,2018-11-29 06:29:26
3146920,CODE_927,C_32,188.36.204.113,2018-11-29 06:29:33
3149004,CODE_2760,C_32,2001:ee0:4081:1696:2d22:39ac:a498:773e,2018-11-29 14:53:30
3149005,CODE_2760,C_32,2001:ee0:4081:1696:2d22:39ac:a498:773e,2018-11-29 14:53:34
3149018,CODE_2760,C_32,2001:ee0:4081:1696:2d22:39ac:a498:773e,2018-11-29 14:56:12
3149563,CODE_674,C_32,2a02:8070:63a3:8700:d5ca:b00:73fe:2dab,2018-11-29 16:45:29
3151186,CODE_674,C_32,2600:1702:34d0:1940:41f3:46e2:5b98:ee24,2018-11-29 20:38:35
3151193,CODE_674,C_32,2600:1702:34d0:1940:41f3:46e2:5b98:ee24,2018-11-29 20:39:05
3151895,CODE_674,C_32,205.173.240.241,2018-11-29 22:36:13
3152554,CODE_674,C_32,2a04:4540:900:be00:b0cf:fb72:8576:4d5e,2018-11-30 05:55:07
3152555,CODE_674,C_32,2a04:4540:900:be00:b0cf:fb72:8576:4d5e,2018-11-30 05:57:07
3152981,CODE_1239,C_32,45.32.74.61,2018-11-30 10:33:48
3152984,CODE_1239,C_32,45.32.74.61,2018-11-30 10:34:07
3152985,CODE_1239,C_32,45.32.74.61,2018-11-30 10:34:15
3156135,CODE_927,C_32,50.48.171.204,2018-11-30 19:13:34
3156149,CODE_927,C_32,50.48.171.204,2018-11-30 19:15:08
3156680,CODE_927,C_32,2402:1980:8181:4ace:1c4:4390:a40c:c375,2018-11-30 20:24:47
3157021,CODE_674,C_32,86.11.221.237,2018-11-30 21:14:00
3157032,CODE_674,C_32,86.11.221.237,2018-11-30 21:15:50
3157104,CODE_674,C_32,86.11.221.237,2018-11-30 21:23:57
3158271,CODE_674,C_32,181.62.136.228,2018-12-01 06:51:58
3158460,CODE_674,C_32,181.62.136.228,2018-12-01 08:45:42
3167811,CODE_674,C_32,95.222.31.55,2018-12-02 17:54:57
3167819,CODE_674,C_32,95.222.31.55,2018-12-02 17:56:11
3167822,CODE_674,C_32,95.222.31.55,2018-12-02 17:56:58
3169746,CODE_674,C_32,90.230.72.245,2018-12-03 02:13:28
3172176,CODE_674,C_32,128.234.191.241,2018-12-03 15:31:17
3172845,CODE_674,C_32,46.154.66.98,2018-12-03 17:31:23
3175088,CODE_674,C_32,2804:7f3:1239:0:d57c:28a8:255e:bcb6,2018-12-04 03:49:55
3175103,CODE_674,C_32,191.95.38.24,2018-12-04 04:04:32
3175183,CODE_674,C_32,2600:1702:34d0:1940:3533:6d84:17f8:1626,2018-12-04 06:10:40
3175253,CODE_927,C_32,51.252.129.139,2018-12-04 07:29:38
3175255,CODE_927,C_32,51.252.129.139,2018-12-04 07:30:30
3175256,CODE_927,C_32,51.252.129.139,2018-12-04 07:30:39
3176217,CODE_927,C_32,208.124.65.11,2018-12-04 12:22:17
3176218,CODE_927,C_32,208.124.65.11,2018-12-04 12:22:17
3176532,CODE_674,C_32,2407:7000:a26e:fc00:e8c8:b2d8:f8cc:756c,2018-12-04 13:02:14
3176533,CODE_674,C_32,2407:7000:a26e:fc00:e8c8:b2d8:f8cc:756c,2018-12-04 13:02:17
3177249,CODE_674,C_32,172.195.52.217,2018-12-04 15:08:33
3177252,CODE_674,C_32,172.195.52.217,2018-12-04 15:09:18
3177260,CODE_674,C_32,172.195.52.217,2018-12-04 15:10:20
3177285,CODE_674,C_32,172.195.52.217,2018-12-04 15:14:30
3177286,CODE_674,C_32,172.195.52.217,2018-12-04 15:15:00
3177289,CODE_674,C_32,172.195.52.217,2018-12-04 15:15:22
3177290,CODE_674,C_32,172.195.52.217,2018-12-04 15:15:35
3177291,CODE_674,C_32,172.195.52.217,2018-12-04 15:15:50
3181322,CODE_927,C_32,208.124.65.11,2018-12-05 10:29:47
3181323,CODE_927,C_32,208.124.65.11,2018-12-05 10:29:47
3181551,CODE_927,C_32,208.124.65.11,2018-12-05 11:24:47
